features,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15
ENSG00000244045.13,218,241,260,166,249,231,138,254,268,352,146,279
ENSG00000258924.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284532.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265618.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274529.6,1,0,0,1,2,1,0,0,0,0,0,1
ENSG00000273171.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000004139.14,344,321,207,40,294,329,46,354,226,281,66,471
ENSG00000109072.14,4,4,4,8,5,17,8,15,2,5,7,16
ENSG00000277450.1,3,3,4,0,11,6,1,5,4,5,0,6
ENSG00000279532.1,10,14,3,2,1,16,4,13,1,1,1,7
ENSG00000076351.13,15,28,27,0,26,21,1,14,26,28,0,30
ENSG00000265254.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265541.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000263870.1,0,0,2,1,0,0,0,0,0,0,0,0
ENSG00000167524.17,54,51,29,129,39,46,109,45,28,28,146,74
ENSG00000263266.2,121,159,234,306,206,143,279,164,299,263,308,181
ENSG00000007216.16,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000109101.8,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000109103.12,1629,1665,1052,855,1311,1714,747,1381,1004,1265,844,1537
ENSG00000087111.22,3227,3501,3118,2413,3421,3585,1961,3554,2941,2863,2358,4788
ENSG00000109107.14,2272,2255,1996,924,1334,2570,743,1583,1949,2618,845,2066
ENSG00000265168.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000076382.17,975,881,5131,3698,1752,991,3112,1701,5231,5685,3898,2414
ENSG00000258472.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227543.5,20,19,33,10,14,15,12,10,25,31,8,19
ENSG00000265287.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007202.15,7441,7540,5890,7852,7054,7292,5976,7426,5923,6317,7159,9929
ENSG00000264044.1,2,1,0,0,0,0,0,0,0,0,0,1
ENSG00000132581.10,1238,1273,1546,695,1186,1301,564,1274,1505,1259,644,1252
ENSG00000240494.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109111.15,4425,3990,3004,3988,3878,4280,3290,4172,3125,3497,3930,5667
ENSG00000265205.1,11,1,1,1,4,1,0,5,3,0,3,9
ENSG00000167525.15,39,18,26,49,18,17,55,32,30,26,40,40
ENSG00000109113.20,97,108,700,219,367,115,164,405,650,851,217,509
ENSG00000198242.14,1181,1179,1964,1336,1366,1286,1331,1241,2266,1599,1575,1695
ENSG00000238423.1,0,0,0,0,1,0,0,2,0,0,0,0
ENSG00000264577.1,63,46,31,66,70,43,62,45,25,30,66,55
ENSG00000238578.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238649.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238597.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160606.11,20,20,31,4,20,34,3,21,35,68,4,25
ENSG00000160602.14,171,223,129,81,155,207,68,216,153,126,68,261
ENSG00000267729.1,0,0,1,0,0,0,1,1,0,1,0,0
ENSG00000265073.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000076604.16,515,520,621,1092,511,545,859,550,647,581,925,600
ENSG00000265474.1,2,0,0,1,0,4,2,3,0,1,2,0
ENSG00000265840.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173065.14,429,429,345,792,282,418,653,338,323,532,750,530
ENSG00000243053.2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238516.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264138.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132591.12,2486,2382,3066,2718,2245,2480,2426,2446,2889,3463,2801,2830
ENSG00000264066.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284565.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283364.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283819.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284085.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132589.16,9943,9793,10017,3149,11119,10919,2376,11902,9803,5797,2810,15292
ENSG00000264304.1,10,2,1,0,1,5,0,1,1,1,2,5
ENSG00000266642.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167536.14,459,525,454,510,439,516,447,472,458,410,523,687
ENSG00000109118.14,898,914,589,780,683,706,640,687,541,597,779,939
ENSG00000265845.2,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000265908.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000179761.12,11,13,18,21,8,5,10,4,5,8,17,6
ENSG00000063015.21,13,30,4,17,5,14,13,20,5,7,13,17
ENSG00000263613.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238007.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263781.3,50,54,82,60,50,61,57,38,78,71,60,54
ENSG00000196535.20,4044,3917,2072,5860,3688,4015,4043,4092,2071,1223,4937,5633
ENSG00000263709.1,3,0,2,1,1,3,0,0,0,2,1,1
ENSG00000264050.1,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000178082.6,26,32,25,34,46,48,16,41,31,44,33,32
ENSG00000108255.8,0,0,0,0,0,0,1,1,0,0,1,1
ENSG00000108256.9,352,326,284,1300,393,294,1060,303,396,280,1333,413
ENSG00000264808.2,5,2,10,18,5,3,16,8,6,11,17,6
ENSG00000239256.1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000266111.2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000222363.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160551.12,271,248,185,277,252,179,285,198,186,209,353,255
ENSG00000284162.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253064.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000202205.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168792.5,1059,1054,665,191,968,1066,170,968,636,551,163,1395
ENSG00000264031.1,0,0,2,0,0,0,3,0,0,2,0,1
ENSG00000167543.16,2203,2119,2002,1607,1886,2363,1278,2224,1848,1578,1387,2700
ENSG00000290082.1,100,73,37,17,63,62,14,66,44,24,13,82
ENSG00000264290.1,10,6,4,2,6,7,2,9,1,3,6,8
ENSG00000108262.16,7817,7497,5774,5919,6225,8072,4983,6441,5500,5069,5747,9314
ENSG00000198720.13,243,287,203,909,212,256,748,258,169,229,802,364
ENSG00000264647.1,0,0,1,1,0,0,1,0,0,0,0,0
ENSG00000167549.19,41,44,63,195,38,55,142,39,55,54,152,56
ENSG00000264007.1,1,0,0,6,0,0,6,0,1,0,7,0
ENSG00000141298.19,1438,1473,663,596,1382,1197,474,1427,780,571,638,1989
ENSG00000263370.1,3,0,0,0,0,2,0,2,0,0,0,1
ENSG00000222858.1,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000265625.1,2,2,0,0,0,0,0,2,0,1,1,0
ENSG00000240531.1,2,2,1,0,2,4,0,0,1,0,0,5
ENSG00000263657.1,8,3,0,1,4,2,1,3,3,3,0,4
ENSG00000265713.1,13,3,2,4,4,0,3,7,2,1,2,5
ENSG00000252657.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000240074.1,1,0,0,0,0,0,1,0,0,0,1,0
ENSG00000263477.1,1,2,0,0,1,1,3,0,0,1,0,0
ENSG00000239129.1,1,0,0,0,0,0,1,0,1,0,0,0
ENSG00000176927.16,18,24,4,12,19,18,13,6,6,6,27,13
ENSG00000264435.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000207011.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267482.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265289.1,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000266876.1,13,15,19,24,14,17,15,12,20,22,17,25
ENSG00000265394.1,1,2,0,3,0,1,0,0,0,0,0,0
ENSG00000126653.18,363,356,345,260,398,315,248,373,364,398,299,381
ENSG00000266919.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283935.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284399.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265739.1,5,2,1,1,0,1,0,1,0,0,2,2
ENSG00000266987.1,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000108576.10,1,2,3,1,3,0,3,2,3,2,10,3
ENSG00000264125.1,0,1,1,4,0,0,0,0,0,0,0,0
ENSG00000266120.1,0,1,0,1,2,4,1,1,0,1,0,3
ENSG00000252112.1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000108578.15,1130,1205,1663,2152,1560,1302,1955,1459,1732,1845,2286,1867
ENSG00000222679.1,1,1,0,0,2,0,0,1,0,1,0,0
ENSG00000182271.13,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000207132.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201255.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108582.12,1563,1569,928,1010,1963,1470,899,1810,980,1042,1141,2639
ENSG00000108587.16,917,828,737,1322,767,840,1131,926,777,1048,1453,1144
ENSG00000264958.2,0,0,1,2,0,0,1,0,1,0,1,0
ENSG00000263860.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279431.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266733.8,0,0,3,2,0,0,0,0,0,0,0,1
ENSG00000290404.1,0,1,0,1,0,0,2,1,0,0,1,1
ENSG00000266775.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259928.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231870.4,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000231421.8,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000214719.13,6,6,11,5,12,1,3,10,8,5,7,6
ENSG00000290395.1,4,3,2,3,4,8,2,5,7,6,0,12
ENSG00000248121.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273609.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264943.1,1,0,2,1,2,0,0,0,1,0,3,0
ENSG00000250462.9,0,0,1,0,0,0,0,1,0,0,0,0
ENSG00000290450.1,14,13,14,6,14,10,5,7,11,12,14,18
ENSG00000241631.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290928.1,25,18,30,62,22,20,50,17,13,25,64,36
ENSG00000279337.1,0,0,0,2,0,0,0,0,2,0,0,0
ENSG00000265443.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263603.1,1,0,0,0,0,0,0,0,2,0,2,1
ENSG00000264538.8,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000280069.1,10,3,2,6,5,2,4,3,4,2,4,5
ENSG00000176390.12,1844,1956,1102,743,1875,1700,688,1845,1164,1086,879,2233
ENSG00000265791.1,4,2,1,2,6,5,0,3,4,2,1,5
ENSG00000266490.1,2,2,3,3,3,0,1,1,1,1,2,0
ENSG00000276250.1,0,0,0,3,1,3,1,0,0,0,1,2
ENSG00000242439.1,1,0,0,2,0,0,0,0,0,0,2,0
ENSG00000176208.9,405,326,691,594,531,311,560,494,687,786,808,713
ENSG00000265334.1,0,1,1,3,2,1,1,1,1,4,0,2
ENSG00000212190.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263531.1,2,1,1,0,1,1,2,1,2,0,0,1
ENSG00000172171.11,88,110,111,128,82,77,129,67,123,176,155,99
ENSG00000275185.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184060.11,0,1,3,14,2,3,5,6,0,2,12,0
ENSG00000230113.1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000266274.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265743.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286194.1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000181481.14,324,263,294,393,389,278,299,387,310,361,380,524
ENSG00000264456.1,6,10,2,12,7,7,8,3,5,2,18,6
ENSG00000264743.2,0,5,1,3,0,2,0,0,1,0,2,1
ENSG00000266340.1,3,1,0,0,0,0,0,1,0,0,0,3
ENSG00000264148.1,3,3,3,2,8,3,5,10,10,5,4,1
ENSG00000291063.1,196,170,274,211,216,217,153,193,396,275,199,206
ENSG00000266865.9,2,3,0,0,1,0,0,0,0,0,1,2
ENSG00000265798.7,2,1,0,4,0,0,1,0,0,0,1,0
ENSG00000290858.1,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000264107.1,0,0,0,2,0,0,0,1,0,1,2,0
ENSG00000265444.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196712.20,106,122,99,261,135,91,248,148,122,132,293,166
ENSG00000266371.1,0,0,0,1,0,0,0,0,0,0,0,4
ENSG00000126861.5,2,7,3,6,3,1,3,1,1,0,5,4
ENSG00000185862.7,377,410,328,8,310,306,18,300,396,182,23,346
ENSG00000265118.5,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000126860.12,264,274,255,14,262,235,17,246,309,199,28,258
ENSG00000263535.2,31,29,20,0,9,22,1,9,33,67,0,11
ENSG00000131242.18,2617,2449,1458,237,2557,2552,212,2640,1472,1259,221,3771
ENSG00000239595.3,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000264862.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278977.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284424.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207614.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278546.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000221038.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000228768.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265976.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283978.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266877.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000266448.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000202026.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265863.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000263567.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265046.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172301.11,486,408,749,897,533,462,864,489,808,937,995,654
ENSG00000108651.10,1215,1218,1828,1413,1320,1207,1217,1357,1940,2508,1474,1410
ENSG00000263990.1,3,2,2,0,0,6,4,2,1,4,1,8
ENSG00000178691.11,1632,1756,1926,1228,2010,1470,1153,1673,1968,1987,1389,2252
ENSG00000253058.1,0,1,1,0,0,0,0,0,0,0,0,2
ENSG00000264300.1,0,1,1,1,0,0,0,1,0,0,0,1
ENSG00000185158.13,369,374,247,297,429,335,250,385,269,159,351,498
ENSG00000264497.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266777.1,31,26,2,19,12,14,19,20,10,3,10,35
ENSG00000278867.1,14,6,3,4,8,17,9,11,9,1,7,13
ENSG00000264164.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000290974.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266379.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263369.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290975.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265574.1,14,21,17,24,15,17,16,22,25,13,27,19
ENSG00000277511.2,39,34,31,4,33,25,1,26,28,43,12,49
ENSG00000214708.4,3,2,3,5,2,4,3,4,1,1,5,5
ENSG00000126858.19,850,755,859,1123,798,792,1077,770,882,952,1355,964
ENSG00000265293.2,1,0,0,0,0,0,0,0,1,0,1,3
ENSG00000280033.1,12,8,6,11,3,8,13,2,7,5,5,6
ENSG00000280020.1,10,20,9,33,9,8,33,7,9,10,33,19
ENSG00000266282.1,49,38,53,63,59,55,52,50,72,53,57,48
ENSG00000287506.1,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000141314.13,16,7,47,1,12,5,0,2,61,31,3,21
ENSG00000263674.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265794.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108666.10,449,409,696,276,431,428,249,422,700,599,339,502
ENSG00000265139.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263749.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283774.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000010244.19,7104,7177,7678,6276,6684,7343,5072,7109,7813,7630,6424,8727
ENSG00000274341.1,2,2,2,0,0,0,0,1,0,0,0,0
ENSG00000278668.1,1,0,4,1,0,0,0,1,0,0,0,0
ENSG00000266385.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279762.3,18,11,3,11,18,11,11,16,7,6,23,18
ENSG00000264083.1,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000264373.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108671.11,4992,5191,6812,5696,5761,4955,5013,5603,6406,9198,6290,7022
ENSG00000202100.1,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000176749.9,118,110,110,79,162,111,70,113,104,56,105,226
ENSG00000176658.17,579,570,276,5,534,482,17,532,216,258,4,690
ENSG00000266718.2,1,3,1,1,3,1,0,4,0,0,1,4
ENSG00000280245.1,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000265222.1,1,3,2,0,1,5,0,0,0,0,0,6
ENSG00000263717.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279781.1,1,1,0,0,0,0,0,1,2,0,0,2
ENSG00000266599.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265337.1,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000264458.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201178.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236377.2,5,3,5,0,1,3,0,3,1,1,0,1
ENSG00000290320.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000006042.12,5,1,91,0,82,1,0,57,96,187,0,84
ENSG00000141316.13,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000108684.15,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000264598.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280349.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266535.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265544.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265697.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265125.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265115.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000264643.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265689.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283381.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283417.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279668.4,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000265356.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263435.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000279674.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000226049.3,66,63,58,64,75,77,53,73,70,93,54,73
ENSG00000263485.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265775.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252370.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264791.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263571.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261156.6,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000264990.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000108691.10,0,0,0,0,0,0,0,0,1,2,0,0
ENSG00000108688.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172156.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108700.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265614.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181374.8,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000108702.4,1,5,4,0,4,1,2,0,19,19,1,1
ENSG00000225582.2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000197322.4,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000181291.8,0,3,0,4,1,1,7,3,1,0,0,0
ENSG00000278860.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264174.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264622.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132141.14,30,15,26,10,17,16,12,14,26,23,13,22
ENSG00000285559.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198783.6,328,347,411,561,296,327,442,308,403,452,566,373
ENSG00000005156.12,1211,1129,1256,2024,1195,1227,1492,1262,1179,1387,1949,1826
ENSG00000092871.17,940,1050,453,293,952,977,210,952,515,668,248,1196
ENSG00000267618.5,0,0,0,0,0,1,0,0,1,0,0,0
ENSG00000273687.1,2,4,0,1,0,2,2,0,0,0,2,1
ENSG00000267457.1,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000243423.1,0,1,1,0,0,1,0,2,0,0,2,0
ENSG00000185379.21,442,462,615,746,480,489,610,536,617,596,785,722
ENSG00000253084.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252328.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000073598.6,6,4,1,28,1,7,12,3,3,3,25,6
ENSG00000073536.18,515,622,723,1460,573,595,1188,622,720,874,1440,779
ENSG00000141161.12,6,5,7,10,3,8,5,2,3,2,7,6
ENSG00000267782.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266981.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267744.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000164729.8,1,0,1,0,1,0,0,1,1,0,0,0
ENSG00000266947.3,146,128,101,52,98,163,53,93,89,70,60,122
ENSG00000289211.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166750.10,1626,1683,1467,979,2210,1521,836,2299,1575,1293,1101,2796
ENSG00000267364.4,122,111,107,1,95,128,1,101,78,32,1,103
ENSG00000267271.1,0,0,1,0,0,0,0,0,0,0,0,1
ENSG00000172716.17,762,734,1253,8,838,656,19,880,1532,1762,9,1175
ENSG00000267315.1,5,5,8,5,10,6,5,2,7,6,4,11
ENSG00000267711.1,1,0,2,0,1,0,0,1,0,0,0,0
ENSG00000267547.1,0,0,0,0,2,0,0,1,4,0,0,1
ENSG00000267745.1,5,2,2,0,4,2,0,2,1,1,0,3
ENSG00000267648.1,3,0,0,0,0,0,0,3,2,2,0,1
ENSG00000267102.1,7,11,13,0,5,11,0,12,11,6,0,17
ENSG00000172123.13,57,73,65,1,71,49,0,52,53,94,0,64
ENSG00000154760.14,344,344,486,3,248,299,0,254,523,471,2,314
ENSG00000267312.1,10,15,16,14,17,14,10,13,21,7,13,15
ENSG00000205045.12,424,277,201,2,373,234,1,358,230,157,0,604
ENSG00000267554.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267349.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267046.1,30,20,9,0,12,22,0,24,11,6,0,21
ENSG00000267369.1,197,238,119,3,162,162,2,176,131,84,0,262
ENSG00000267074.1,60,60,23,0,33,47,0,44,27,13,0,71
ENSG00000255987.1,83,74,91,0,56,61,0,66,79,98,0,92
ENSG00000286030.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267035.1,2,0,1,0,0,0,0,2,1,1,0,0
ENSG00000236320.4,3,0,2,4,2,1,1,0,2,2,4,1
ENSG00000267359.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267625.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242660.1,30,19,32,45,30,33,35,32,51,33,43,26
ENSG00000267321.4,148,119,131,645,132,120,511,93,142,138,584,88
ENSG00000207297.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108733.11,43,43,82,91,23,23,92,23,70,125,142,33
ENSG00000006125.18,7277,6750,4898,4565,6884,7020,3601,7494,6002,4646,4376,9355
ENSG00000267592.1,2,2,3,3,1,2,3,2,1,1,1,5
ENSG00000270885.2,4,6,9,1607,0,2,1193,3,3,5,1356,3
ENSG00000270765.7,1,1,0,0,1,0,0,0,0,1,3,1
ENSG00000271447.6,3,1,2,0,0,2,0,1,1,0,1,0
ENSG00000271392.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270806.2,3,0,0,27,0,1,27,0,1,2,40,1
ENSG00000270829.1,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000270647.7,411,390,260,400,436,304,308,403,343,168,418,569
ENSG00000270871.1,4,5,1,12,3,2,4,3,2,3,5,9
ENSG00000270894.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000270379.6,11,2,5,2,8,1,1,10,7,0,0,9
ENSG00000271268.1,34,24,47,39,42,35,24,29,37,43,42,34
ENSG00000270240.2,28,26,14,3,32,40,5,32,27,4,3,49
ENSG00000271503.6,1803,1963,6031,0,8589,2300,2,8972,6047,4533,0,9220
ENSG00000271394.1,1,2,3,0,0,0,0,0,1,1,0,1
ENSG00000270977.2,3,1,2,2,4,0,0,6,8,6,7,7
ENSG00000271013.1,5,0,7,1,4,0,0,5,3,1,4,6
ENSG00000278023.7,8,9,115,22,28,13,27,23,132,70,49,34
ENSG00000275722.5,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000291030.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273736.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275152.5,0,0,1,0,0,1,0,1,0,0,0,0
ENSG00000276409.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275431.1,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275688.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275718.2,0,0,0,0,0,0,0,0,0,9,0,0
ENSG00000275944.1,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000278690.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274736.5,1,1,20,0,2,1,1,3,17,11,0,3
ENSG00000275385.2,1,0,0,0,2,0,0,0,0,4,0,0
ENSG00000277089.4,1,0,5,1,2,0,0,5,4,2,1,4
ENSG00000277632.2,104,63,1911,0,225,81,0,219,1827,3722,0,272
ENSG00000275302.2,68,78,2206,0,372,62,0,381,2168,2129,0,494
ENSG00000276014.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276241.1,0,0,4,0,1,0,0,0,0,1,0,1
ENSG00000289485.1,2,0,9,0,3,0,0,1,3,2,0,1
ENSG00000282738.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274808.6,0,3,0,0,0,0,4,1,1,1,1,1
ENSG00000274767.1,0,0,5,0,3,0,0,1,5,2,0,2
ENSG00000276085.1,2,2,39,0,0,3,0,3,41,107,0,6
ENSG00000276070.5,6,6,117,0,6,6,0,5,153,102,0,5
ENSG00000278097.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276755.1,3,0,5,1,5,3,2,2,6,5,3,2
ENSG00000278395.1,0,0,0,0,0,0,0,0,0,0,0,0
